CO_IES,Instituicao,CO_CATEGAD,CO_CURSO,NO_CURSO,Municipio,UF,TP_SEXO,NU_IDADE,QE_I01,QE_I02,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I24,QE_I25,QE_I26,NT_GER
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,31,C,D,B,B,A,B,C,B,A,F,E,B,D,F,E,A,A,A,A,A,B,A,A,16.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,D,D,B,D,C,B,D,A,B,D,C,C,C,E,E,A,A,A,A,A,A,B,32.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,C,B,D,A,D,C,A,A,A,D,E,B,D,F,A,B,A,A,A,A,B,A,F,48.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,B,B,A,D,D,A,A,A,B,C,B,E,E,E,E,A,A,A,A,A,A,B,34.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,22,C,A,B,D,E,C,A,D,A,E,D,B,E,E,A,E,A,A,A,A,B,A,A,29.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,B,C,D,D,D,A,A,A,E,E,A,A,F,A,B,A,A,A,A,B,A,B,50.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,B,C,E,E,D,A,D,A,D,E,B,D,F,A,B,A,B,A,A,B,A,B,68.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,22,C,C,A,B,D,C,A,D,A,E,D,B,E,F,A,E,A,A,A,A,B,A,B,23.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,B,B,C,A,D,D,A,D,A,E,D,B,G,F,D,B,A,A,B,A,B,A,B,37.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,B,B,C,D,D,C,A,D,A,E,F,B,D,E,E,B,A,B,B,A,B,A,B,47.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,B,C,A,D,C,A,B,A,D,E,B,B,B,A,B,A,A,A,A,B,A,B,43.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,B,D,D,D,D,B,A,F,A,D,F,A,A,E,E,B,A,A,A,A,B,A,B,34.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,D,B,C,B,D,D,A,D,A,E,E,B,C,E,A,B,A,A,A,A,B,A,A,47.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,B,C,C,C,A,D,A,C,C,A,A,A,E,E,A,A,A,A,B,A,A,35.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,B,B,C,C,E,D,A,D,A,C,D,A,A,E,E,E,A,A,A,A,A,A,B,40.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,E,E,E,D,E,E,A,D,A,E,D,B,D,G,D,B,A,A,A,A,B,A,B,30.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,C,A,C,A,A,B,A,A,A,E,E,B,D,C,C,B,A,A,A,A,B,A,C,29.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,C,B,B,E,D,B,B,A,A,F,D,C,B,E,E,B,A,A,A,A,B,A,B,29.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,40,C,B,C,B,B,B,B,A,A,D,D,C,B,C,E,B,A,A,A,A,B,A,B,23.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,23,C,A,B,E,D,D,A,D,A,B,D,B,E,E,A,B,A,B,A,A,B,A,B,42.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,C,B,B,D,B,B,A,B,A,D,D,B,D,E,E,B,A,A,A,A,B,A,B,22.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,D,A,B,B,C,D,A,A,A,F,F,B,D,F,D,B,A,B,A,A,B,A,B,50.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,C,C,B,E,D,C,A,A,A,E,E,B,B,F,A,G,A,B,B,A,B,A,B,80.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,B,D,B,D,E,B,A,A,A,B,D,B,D,B,A,B,A,B,A,A,B,A,D,30.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,C,C,C,B,D,B,A,D,A,E,E,B,D,F,C,B,A,A,A,A,B,A,B,40.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,D,B,C,C,B,C,A,A,A,C,D,B,D,C,E,E,A,A,A,A,B,A,B,29.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,D,B,C,A,C,D,A,A,A,C,E,B,B,A,B,E,A,B,A,A,A,A,A,69.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,C,B,A,D,D,C,A,A,A,C,F,B,C,F,D,H,A,B,A,A,B,A,B,53.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,23,B,A,C,A,D,D,A,F,A,E,E,B,E,D,A,B,A,B,A,A,B,A,B,52.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,D,D,D,C,D,C,A,D,B,B,E,B,D,D,A,B,A,A,A,C,B,A,B,42.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,C,B,B,B,D,C,A,D,A,F,F,B,E,C,E,E,A,A,A,A,B,A,B,31.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,32,C,B,C,C,D,D,A,F,A,E,D,B,E,E,A,B,A,B,A,A,B,A,B,53.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,32,A,B,B,B,D,D,A,D,A,E,D,B,D,F,E,B,A,A,A,A,B,D,B,43.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,C,B,D,E,D,C,A,F,A,E,E,B,B,C,A,B,A,A,A,A,B,A,B,51.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,B,B,A,B,D,A,C,A,E,E,B,G,E,E,E,A,A,A,A,B,A,B,40.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,C,A,D,A,D,C,A,A,A,F,E,B,D,E,B,B,A,A,A,A,B,A,B,50.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,D,B,D,D,D,B,A,A,A,E,E,B,E,E,D,B,C,A,A,A,B,A,B,37.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,33,A,D,C,D,C,D,B,D,A,D,F,C,D,C,E,B,A,A,A,A,B,A,B,50.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,32,B,B,A,A,D,D,A,A,A,D,D,B,D,E,E,B,A,A,A,A,B,A,B,17.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,B,A,B,A,A,B,A,D,A,D,F,A,A,E,E,B,A,A,A,A,B,A,B,36.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,C,D,D,D,D,B,B,A,A,E,E,C,A,D,E,B,A,A,A,A,B,A,B,40.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,B,B,B,B,B,B,C,A,A,F,C,B,C,E,E,A,A,A,A,A,A,F,27.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,B,B,B,A,D,C,A,A,A,E,E,B,D,F,E,B,A,A,A,A,B,A,B,34.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,C,C,B,A,D,A,F,A,D,E,A,A,D,E,I,A,A,A,A,B,A,B,19.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,C,D,C,A,B,A,B,A,D,C,B,E,C,E,B,A,B,A,A,A,A,B,26.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,B,B,D,D,C,B,A,D,A,F,F,B,C,G,E,B,A,B,A,A,B,A,A,44.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,26,B,C,A,E,D,B,A,A,A,D,D,B,D,C,E,E,A,A,A,A,B,A,B,19.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,24,B,B,C,D,A,D,A,A,A,D,F,B,D,D,C,B,A,A,A,A,B,A,B,43.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,C,D,C,B,D,B,B,A,A,B,B,C,D,B,E,I,A,A,A,A,B,A,B,51.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,C,C,D,D,C,A,A,A,D,E,B,B,E,E,H,A,A,A,A,B,A,A,51.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,D,B,B,B,B,D,A,A,A,E,E,B,H,F,E,B,A,B,B,A,B,A,B,57.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,31,B,B,B,E,D,C,A,D,A,E,D,B,D,E,E,F,A,A,A,A,B,A,B,44.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,39,A,A,C,B,A,B,B,A,A,E,E,C,B,F,E,B,A,A,A,A,B,A,B,28.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,A,A,E,D,C,A,D,A,E,F,B,D,F,A,B,A,A,A,A,B,A,B,53.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,33,B,B,C,D,D,C,B,D,A,D,D,C,B,F,E,B,A,A,A,A,B,A,B,55.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,C,B,B,E,D,E,A,A,A,E,D,B,D,C,A,A,A,B,B,A,B,A,A,49.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,B,B,B,B,D,D,A,D,A,E,E,B,E,F,D,A,A,B,A,A,B,A,B,78.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,D,B,C,B,D,E,A,A,A,D,D,B,C,C,A,A,A,B,A,A,B,A,A,67.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,C,C,C,D,B,A,D,A,F,F,B,D,C,C,A,A,B,A,A,B,A,A,58.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,A,B,E,C,B,A,A,A,D,D,B,D,F,D,A,A,B,B,A,B,A,B,54.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,C,B,B,C,D,C,A,F,A,D,F,B,C,C,A,A,A,E,A,A,B,A,B,64.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,C,D,B,E,D,C,A,D,A,E,E,B,D,E,C,A,A,E,A,A,B,A,B,37.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,B,B,C,D,D,A,A,A,B,B,B,D,B,D,A,A,B,A,A,B,A,A,69.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,B,C,D,C,C,A,D,A,C,D,B,C,B,A,A,A,A,A,A,B,A,B,61.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,B,D,D,D,B,A,D,A,D,D,B,C,B,A,H,A,C,A,A,E,A,B,55.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,B,B,B,B,D,D,A,D,A,E,E,B,F,F,A,A,A,B,B,D,A,B,B,68.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,B,C,D,C,D,A,A,A,E,D,B,D,E,C,A,A,B,A,A,B,A,B,55.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,E,E,D,E,E,A,A,A,D,D,B,E,B,A,A,A,B,A,A,B,A,B,70.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,C,A,B,A,D,C,A,C,A,E,E,B,D,C,A,A,A,B,B,A,B,A,B,41.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,B,B,C,D,D,B,A,A,A,F,D,B,B,E,D,A,A,E,B,A,B,A,B,48.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,23,B,B,B,B,D,B,A,A,A,D,E,B,C,F,D,A,A,B,A,A,B,A,B,29.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,28,A,E,C,D,D,E,A,A,A,D,B,B,B,B,D,A,A,D,B,A,B,A,A,68.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,B,B,C,E,D,E,A,D,A,D,E,A,A,B,E,A,A,B,A,A,B,A,B,58.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,22,B,B,B,D,D,C,A,C,A,D,B,B,D,A,A,A,A,E,A,C,A,B,A,38.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,B,D,E,E,B,A,D,A,E,E,B,D,E,E,A,A,E,B,A,B,A,A,50.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,B,B,E,D,C,A,A,A,B,D,B,D,D,A,A,A,F,A,A,B,A,B,75.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,B,B,D,A,D,D,A,A,A,D,E,B,E,E,A,A,A,A,A,A,B,A,B,62.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,C,B,B,A,D,C,A,D,A,C,D,B,C,E,D,H,A,D,A,A,B,A,B,58.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,B,A,C,B,D,D,A,D,A,D,D,B,D,A,A,A,A,D,A,B,A,B,D,72.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,D,B,C,C,D,C,A,D,A,D,C,B,D,D,B,A,A,D,A,A,B,A,B,19.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,22,B,B,C,A,D,D,A,A,A,E,E,B,C,F,A,A,A,D,A,A,B,A,B,68.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,21,C,A,B,E,D,D,A,A,A,E,E,B,C,E,A,A,A,B,A,A,B,A,B,71.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,28,B,B,B,B,D,D,A,A,A,B,B,B,F,E,A,J,A,B,A,A,B,A,B,40.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,C,B,C,D,C,C,A,A,A,E,E,B,F,F,D,A,A,E,B,A,B,A,B,73.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,B,B,B,B,E,D,A,D,A,E,F,B,D,F,A,G,A,B,A,A,B,A,B,64.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,B,C,B,D,C,A,A,A,E,E,B,C,D,A,A,A,E,A,A,E,A,B,59.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,C,B,A,D,D,D,A,D,A,E,F,B,D,E,A,A,A,A,A,A,B,A,B,62.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,B,A,A,E,D,D,A,D,A,D,D,B,C,B,A,A,A,B,A,E,A,B,B,69.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,B,C,B,C,D,A,D,A,D,D,B,B,B,B,A,A,A,A,A,A,A,B,50.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,30,C,A,B,A,D,D,B,D,A,D,D,C,B,D,E,A,A,E,A,A,A,A,F,58.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,C,A,B,A,E,D,A,D,A,A,D,A,A,C,A,A,A,F,A,D,A,A,A,74.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,C,B,C,B,D,C,A,D,A,B,E,B,E,B,A,A,A,E,A,D,A,A,A,59.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,C,C,D,A,D,D,A,A,A,E,E,B,D,F,A,A,A,F,B,A,B,A,B,56.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,C,C,C,C,C,C,A,D,A,D,F,A,A,B,D,A,A,F,A,A,B,A,B,22.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,21,A,B,C,B,D,D,A,D,A,B,B,F,A,A,A,A,B,D,A,C,A,B,F,58.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,B,B,D,B,D,D,A,D,A,A,B,D,A,A,A,A,B,C,A,C,A,A,B,40.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,D,D,B,A,D,E,A,D,A,B,D,D,A,A,A,A,A,D,A,C,A,A,B,64.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,C,B,C,D,D,C,A,B,A,F,F,B,B,A,A,A,A,D,A,A,B,A,B,48.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,B,B,C,D,D,D,A,D,A,A,A,D,A,B,A,A,D,D,A,E,A,B,A,46.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,B,A,B,A,D,D,A,A,A,E,E,A,A,C,A,A,A,C,A,A,A,A,B,58.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,C,A,C,A,D,D,A,D,A,B,B,D,A,A,A,A,B,D,A,D,A,B,D,55.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,20,D,D,B,C,D,E,A,D,A,D,D,B,C,B,A,A,A,E,A,A,A,B,B,54.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,1270596,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,B,D,E,D,E,A,D,A,B,B,D,F,A,A,A,B,F,A,A,A,A,B,45.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,D,C,B,B,C,A,B,A,A,E,B,E,C,B,B,A,A,A,A,E,A,B,18.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,30,B,C,C,B,C,E,B,D,A,F,E,C,B,E,E,B,A,B,A,A,B,A,B,30.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,D,A,C,A,D,E,A,A,A,E,D,B,D,F,E,B,A,A,A,A,B,A,B,58.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,28,B,B,C,A,C,C,A,A,A,D,D,B,C,E,B,H,A,F,A,A,B,A,B,43.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,C,B,C,B,D,C,A,D,A,D,E,B,D,C,E,B,A,A,A,A,B,A,B,23.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,28,B,A,B,E,D,D,B,D,A,C,D,C,B,E,E,B,A,A,A,A,B,A,B,49.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,C,B,B,A,C,C,A,A,A,C,E,B,D,C,E,B,A,A,A,A,D,A,B,25.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,C,A,C,B,D,C,A,D,A,A,C,B,E,C,E,E,A,A,A,A,A,A,A,46.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,B,C,D,D,C,A,A,A,D,F,B,C,E,A,B,A,A,A,A,B,A,B,38.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,36,C,A,B,D,D,C,B,A,A,D,D,C,C,E,D,B,A,A,A,A,B,A,B,35.0
1059,FACULDADE LOURENÇO FILHO (FLF),4,17898,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,C,B,C,A,D,D,A,A,A,D,D,B,C,C,C,I,A,A,A,A,B,A,B,36.0
